,gene_id,log2FC_rM,padj_rM,log2FC_pA,padj_pA,rM_minus_pA
73,ENSMUSG00000000561,4.63829585711374,8.620722798621229e-07,0.71489886560379,0.7593541283858791,3.92339699150995
74,ENSMUSG00000000563,0.312090795048718,0.242840666341423,-0.28168685803636795,0.464509763296497,0.593777653085086
75,ENSMUSG00000000568,0.283033931975858,0.207451744299626,-0.377185409969294,0.209513502187775,0.6602193419451521
76,ENSMUSG00000000581,3.5008322135639798,2.04444829479703e-18,1.83934895521548,4.44337384228166e-05,1.6614832583484997
77,ENSMUSG00000000594,2.10015244585091,0.000264670463556862,0.501519095330951,0.5629790058610229,1.598633350519959
78,ENSMUSG00000000600,1.68567825399417,1.8267649330061897e-09,-0.29146636202709497,0.369316348327637,1.977144616021265
79,ENSMUSG00000000605,2.12715911213505,2.6659849728640198e-08,0.857227703258722,0.069857682687695,1.269931408876328
80,ENSMUSG00000000627,3.48417388450925,8.92423612163751e-09,3.24892561844115,0.0237215403189443,0.2352482660680999
81,ENSMUSG00000000628,2.82642392715334,2.4339323083305698e-28,1.70050453022879,1.05312826522304e-05,1.12591939692455
82,ENSMUSG00000000631,0.325091024251981,0.313058977243661,-0.944728567834741,0.00023513389236785498,1.269819592086722
83,ENSMUSG00000000686,1.7941101164983002,0.000340003395723755,-0.6497339967832111,0.478327209701424,2.443844113281511
84,ENSMUSG00000000693,0.174087979390656,0.8584649010813341,-0.12487665279913199,0.9178755080919442,0.29896463218978797
85,ENSMUSG00000000701,-1.9118443762555701,4.24296461387564e-21,-1.95310635818179,1.7585872106979e-06,0.04126198192621988
86,ENSMUSG00000000706,2.58011205655682,0.00104005493257795,-1.9870981881063101,,4.56721024466313
87,ENSMUSG00000000708,3.91882724235018,5.669931391444049e-28,1.2700508028158701,0.0845395953445322,2.64877643953431
88,ENSMUSG00000000711,2.16922623201571,3.98350586745256e-21,0.33075466286589505,0.49929893330555,1.8384715691498148
89,ENSMUSG00000000730,-0.607574076221621,0.0209499638910527,-1.2546334813880902,8.484888940984471e-05,0.6470594051664692
90,ENSMUSG00000000731,-0.0279389299635398,0.9449515785173441,-1.19039260783333,0.0141207811780374,1.1624536778697903
91,ENSMUSG00000000732,0.320930239597388,0.17511279470473698,-0.6240028697972829,0.0227428510934141,0.9449331093946709
92,ENSMUSG00000000738,1.9927330759183002,6.95373804063808e-08,0.22821112836038396,0.7482135382680991,1.7645219475579161
93,ENSMUSG00000000739,0.330970854003933,0.325900277098037,-0.24064233907553897,0.766722105458871,0.571613193079472
94,ENSMUSG00000000740,-0.533466405114714,0.0765063515900677,-0.7557388619220758,0.188104558123042,0.22227245680736185
95,ENSMUSG00000000743,-0.432221818972066,0.17592423845032698,-0.697325443284878,0.0661284610413133,0.265103624312812
96,ENSMUSG00000000751,0.701524078813285,0.00335150899088019,-0.5426331261139529,0.008691230371658691,1.2441572049272378
97,ENSMUSG00000000759,2.26579032272747,1.89900503748487e-13,0.665250838808357,0.294921937724559,1.6005394839191132
98,ENSMUSG00000000766,-0.605308848899243,0.35380978360942,-0.618723644362657,0.658117519751644,0.013414795463414064
99,ENSMUSG00000000776,2.2611541362737997,2.1942522979772499e-26,0.46751635340462894,0.0961659118791358,1.7936377828691707
100,ENSMUSG00000000782,1.4712960682546399,2.3847071317705696e-12,-0.0276621640591863,0.949062634150545,1.4989582323138262
101,ENSMUSG00000000787,0.249050922337844,0.29619668029161894,-0.8269640717135041,0.000288678790573132,1.0760149940513482
102,ENSMUSG00000000792,0.839795537056388,0.0591841446055875,-0.632680281762292,0.7784356078031741,1.47247581881868
103,ENSMUSG00000000794,5.41061700112892,2.1033694659134898e-19,-0.14114517256457002,0.93641264926002,5.55176217369349
104,ENSMUSG00000000804,1.08883317391249,3.23483040196754e-06,-0.14334910009716198,0.6313148170333941,1.232182274009652
105,ENSMUSG00000000805,-1.19126923860447,0.43695162174215896,1.11546999888875,,-2.30673923749322
106,ENSMUSG00000000811,0.239515127987112,0.340137812587142,-0.44447254341477604,0.166393077108649,0.683987671401888
107,ENSMUSG00000000823,2.12583677752864,2.5959458602004797e-17,-0.152995600450493,0.597355682917299,2.2788323779791333
108,ENSMUSG00000000826,2.7931783671462798,6.12888504032106e-34,1.31732344937646,1.90018294269185e-06,1.4758549177698197
109,ENSMUSG00000000827,0.193657089483653,0.390215516007452,-0.853129066462808,0.000276324335255243,1.046786155946461
110,ENSMUSG00000000838,2.2537279202668996,3.90043063833247e-17,0.548732038642314,0.0486820563247648,1.7049958816245856
111,ENSMUSG00000000861,-1.1368357393983999,0.487995095961614,0.371021661310442,0.7547665749037741,-1.5078574007088419
112,ENSMUSG00000000876,1.78328112092715,2.3440236723296696e-13,0.115491695441031,0.7652915791737629,1.667789425486119
113,ENSMUSG00000000881,6.78554278762882,8.597889483058247e-136,4.7963207197727105,2.98057947737156e-20,1.9892220678561099
114,ENSMUSG00000000884,0.698863236786595,0.00552286836637213,-0.1510350584332,0.66533785373215,0.849898295219795
115,ENSMUSG00000000889,-0.937338754675881,0.475315890639239,-0.112314915962702,0.91163902602578,-0.825023838713179
116,ENSMUSG00000000901,1.2449054651263702,0.106434187837141,0.3671065720271529,0.8670137465408321,0.8777988930992173
117,ENSMUSG00000000902,0.28913383063541304,0.0984909905558146,-0.46193236004320504,0.226589582816817,0.751066190678618
118,ENSMUSG00000000915,0.82545918073878,0.00054724959009794,-1.05194060225299,0.00203321823249913,1.8773997829917701
119,ENSMUSG00000000916,0.433171835334697,0.123208548344601,-0.338328089393666,0.571684601036727,0.7714999247283629
120,ENSMUSG00000000934,1.02709040051689,0.25551704848945106,0.49666234299465095,0.7905955005953679,0.530428057522239
121,ENSMUSG00000000938,3.84997891285638,6.34613019296843e-14,-0.22549120977141499,0.8475996632098042,4.075470122627795
122,ENSMUSG00000000948,0.208845715311606,0.874507252604097,-1.22341463854735,0.24652810218212698,1.4322603538589562
123,ENSMUSG00000000958,0.0523106288228374,0.9345635422851559,-1.6968569355757601,0.0429760215912622,1.7491675643985976
124,ENSMUSG00000000959,0.0197597804800237,0.946773281074113,-0.299522007619883,0.483969313553806,0.3192817880999067
125,ENSMUSG00000000976,0.9153335029056309,4.38613941126835e-05,-0.612340104221798,0.00934541964154247,1.5276736071274288
126,ENSMUSG00000000982,1.1998641323461798,0.0520029798256724,1.01902225174181,0.53638139628807,0.1808418806043699
127,ENSMUSG00000001016,-0.13030760390799098,0.617672574181646,-0.973146823771567,6.6687993507268305e-06,0.842839219863576
128,ENSMUSG00000001017,-0.081800305668225,0.759548923532121,-0.22564097150587697,0.624929933930614,0.14384066583765198
129,ENSMUSG00000001018,1.1254834462845802,4.0992488881684295e-09,-0.05960745392461,0.8742433321509839,1.1850909002091903
130,ENSMUSG00000001025,3.49325522418598,4.4893488362826394e-07,0.00870062884307202,0.9942335854868629,3.484554595342908
131,ENSMUSG00000001034,0.8910954243571191,0.0198918886678343,-0.283581336646971,0.7166964075698191,1.17467676100409
132,ENSMUSG00000001036,0.272692928378602,0.24617348166773104,-0.8001685376768299,0.00173516607095728,1.0728614660554319
133,ENSMUSG00000001039,-0.698859942070074,0.00288409154808455,-0.8686709001301449,0.0014638420210654401,0.16981095806007096
134,ENSMUSG00000001052,1.17548148240609,2.0750315051756603e-07,-0.249584462765717,0.39581149139872995,1.425065945171807
135,ENSMUSG00000001054,0.930266356970667,0.0101724667407925,-0.358171888293548,0.509467876774702,1.288438245264215
136,ENSMUSG00000001056,0.202853782694233,0.39346130373904203,-0.532336616208346,0.329480525098716,0.735190398902579
137,ENSMUSG00000001062,0.3918929468555611,0.138767286395928,-0.7069850016797359,0.0487847947495102,1.0988779485352969
138,ENSMUSG00000001065,0.6728018324239691,0.0115982608988934,-1.00432098567962,0.00046919938302448204,1.677122818103589
139,ENSMUSG00000001082,0.288118688066173,0.291547273117838,-0.693544848802624,0.181382097440855,0.981663536868797
140,ENSMUSG00000001089,1.79233451901966,9.267460058527558e-19,0.38867873040624895,0.0396822250755346,1.4036557886134111
141,ENSMUSG00000001098,0.856481892026605,0.00011816669379513001,-0.524179172105425,0.0421957458257041,1.3806610641320298
142,ENSMUSG00000001100,0.6858062948913461,0.00707941680554685,-0.585837606083478,0.16592526795321802,1.2716439009748242
143,ENSMUSG00000001103,0.357332149369952,0.127148328729628,-0.144561128750266,0.7439391585912151,0.501893278120218
144,ENSMUSG00000001105,-0.132548423687243,0.678092357003565,-0.5037113059754861,0.107226420980113,0.37116288228824307
145,ENSMUSG00000001120,-0.0563799231032323,0.8506739268273771,-0.7598221550596089,0.0293025174831723,0.7034422319563767
146,ENSMUSG00000001123,0.513712733145793,0.6179331853406489,-0.5214999278853201,0.624753079845625,1.035212661031113
147,ENSMUSG00000001127,1.89785781333042,6.81820516188368e-26,0.46682160943782297,0.29186164407789195,1.431036203892597
148,ENSMUSG00000001134,1.03713452646983,0.000905181967302389,-0.6168309049516679,0.122962576167814,1.653965431421498
149,ENSMUSG00000001138,2.8390487175626005,9.82900624027949e-16,0.673775344999552,0.388077421774569,2.1652733725630484
150,ENSMUSG00000001143,0.32618903203230104,0.26138555734291,-1.57429813550156,0.000115370786555703,1.900487167533861
151,ENSMUSG00000001150,-0.20447610593605897,0.446895351490255,-1.04260198781326,0.000397500018059276,0.838125881877201
152,ENSMUSG00000001151,0.15873535418009302,0.560717415327037,-0.618775119285356,0.052011258108274006,0.777510473465449
153,ENSMUSG00000001156,-0.12001851799079198,0.671654440341783,-0.948545258428288,0.00037199233670978904,0.828526740437496
154,ENSMUSG00000001157,-0.6707006520541489,0.000362309766688148,-1.06718874659159,0.00788860753839384,0.39648809453744105
155,ENSMUSG00000001158,-0.183767684227146,0.347661111618411,-0.546805071967784,0.0689448324541953,0.36303738774063804
156,ENSMUSG00000001166,0.06416583120725,0.8285467323834521,-0.858054434539005,0.0111755776640424,0.922220265746255
157,ENSMUSG00000001168,-0.6937448676190661,0.00088922035375006,-1.6053306877813798,2.77306410677731e-06,0.9115858201623137
158,ENSMUSG00000001173,0.5008323390786811,0.0226348267744568,-0.451014036554105,0.187960733776483,0.9518463756327861
159,ENSMUSG00000001175,0.42300640240611004,0.0469006162200723,-0.17822804230033604,0.565104483414245,0.601234444706446
160,ENSMUSG00000001211,0.871031054519657,0.0010221428937852199,-0.557671776286145,0.149403423574411,1.4287028308058018
161,ENSMUSG00000001225,1.55559618025617,0.419351872187381,2.9221557120211603,,-1.3665595317649903
162,ENSMUSG00000001228,0.0540978278244455,0.8586640117003872,-0.5911484994349039,0.0227431874433648,0.6452463272593494
163,ENSMUSG00000001229,0.497036017114776,0.0822181435758609,-0.480173256796925,0.44828571770130604,0.9772092739117011
164,ENSMUSG00000001240,1.32577884881356,0.0217672186390537,-0.709771910620696,0.403552290178429,2.035550759434256
165,ENSMUSG00000001247,0.36346230548352004,0.11429624889108198,-0.173808244691863,0.758340125790388,0.537270550175383
166,ENSMUSG00000001248,-3.05600682234874,0.370222149056793,0.985934575248991,,-4.041941397597731
167,ENSMUSG00000001270,1.46264036297759,2.7036401617835702e-11,-0.599627597039063,0.10665377088421499,2.062267960016653
168,ENSMUSG00000001280,1.2888415096371102,1.3444520095649598e-06,-0.693014632503708,0.00547796614181608,1.9818561421408183
169,ENSMUSG00000001285,-0.31173024598307103,0.411575166000661,-0.854687586681225,0.33090283230273904,0.542957340698154
170,ENSMUSG00000001288,3.7130324557909398,2.3821793958908395e-28,1.8640584951106203,0.160030943260354,1.8489739606803195
171,ENSMUSG00000001289,0.14124405232881102,0.6327084030592,-0.6853493324198051,0.0700978763461652,0.8265933847486161
172,ENSMUSG00000001300,0.9179533612829399,3.21751987293676e-05,-0.0745444698285178,0.8314834782540171,0.9924978311114577
173,ENSMUSG00000001305,0.418083527553081,0.13956150445676302,-0.654361805409712,0.0454076595104254,1.072445332962793
174,ENSMUSG00000001313,3.4953659728139197,1.7421335288181e-10,2.4659972856356602,0.00312856857504127,1.0293686871782595
175,ENSMUSG00000001323,0.331261324704585,0.292371439077761,-1.12083654835273,0.0664347473201389,1.452097873057315
176,ENSMUSG00000001333,3.00828238078583,0.0240284116533726,2.38450467688334,,0.6237777039024901
177,ENSMUSG00000001334,-0.9481519583924181,0.15924430982914903,1.13960070514456,0.506375768460048,-2.0877526635369783
178,ENSMUSG00000001348,0.531161945699391,0.0858505048458023,-0.847410306334147,0.0792593601806352,1.3785722520335382
179,ENSMUSG00000001349,-0.630890923926077,0.10153207252851801,-1.0836151228353101,0.0261509620764496,0.4527241989092331
180,ENSMUSG00000001366,0.0352338856990209,0.9077782686069359,-0.6300221536066299,0.0296374480634126,0.6652560393056508
181,ENSMUSG00000001376,0.6477906684178989,0.0012364090604887199,-0.681842612862431,0.0504604149095877,1.32963328128033
182,ENSMUSG00000001380,0.9452665903488041,7.603343205882231e-05,0.0550581833526609,0.93641264926002,0.8902084069961432
183,ENSMUSG00000001383,0.27580763243744105,0.22046036450138398,-0.32376494484331103,0.274757929784463,0.5995725772807521
184,ENSMUSG00000001403,1.23932501040687,4.778453177473711e-09,0.459632303475255,0.267165953969045,0.7796927069316151
185,ENSMUSG00000001415,3.31411677957768,1.95315550103826e-26,0.7289040683921529,0.24404842726804302,2.585212711185527
186,ENSMUSG00000001416,0.0138648236045066,0.962626762712843,-0.6707376486652049,0.0187417461918634,0.6846024722697115
187,ENSMUSG00000001418,1.01598351255212,0.0028964437171717,-0.0353215463474632,0.9597057964500358,1.0513050588995831
188,ENSMUSG00000001419,1.53903867885691,3.0170234102446503e-10,0.159008151777439,0.7310991103649591,1.3800305270794708
189,ENSMUSG00000001420,2.58310618306534,2.4419002253922497e-10,0.211640493033335,0.8643712932023508,2.371465690032005
190,ENSMUSG00000001424,0.00980292971795774,0.9754516003208921,-0.5628942108700961,0.02415755028436,0.5726971405880538
191,ENSMUSG00000001435,0.0432333714318769,0.990982586433571,0.560665839004194,,-0.5174324675723171
192,ENSMUSG00000001436,0.9281827961785499,0.000393979123927336,-0.49416601731813,0.47755927501125106,1.42234881349668
193,ENSMUSG00000001440,0.45713459746932594,0.0341013339755571,-0.650608765785494,0.0396281860971962,1.10774336325482
194,ENSMUSG00000001441,2.17374304399941,3.46048420609892e-12,-0.17772368856804002,0.7362612052017701,2.35146673256745
195,ENSMUSG00000001445,0.459346132296458,0.0174838487862608,-0.773983589468144,0.0038547533509223704,1.233329721764602
196,ENSMUSG00000001467,2.68208404300047,1.45779889632755e-24,0.598928398960273,0.36493891401071704,2.083155644040197
197,ENSMUSG00000001472,0.578504656597865,0.000805311706719234,-0.6580971748247,0.00261434826930835,1.2366018314225649
198,ENSMUSG00000001473,0.43026611686499106,0.0659805714614312,-0.54782902537995,0.133619415153715,0.9780951422449411
199,ENSMUSG00000001482,1.44606125407178,2.3601929141623698e-07,-0.24191465540282603,0.714390885092867,1.687975909474606
200,ENSMUSG00000001493,0.54867188727937,0.7649812903414058,-0.7404530034212929,0.5644687435972521,1.289124890700663
201,ENSMUSG00000001494,-1.94839705437031,1.90290741183619e-05,-2.91857920684109,2.0263283033031203e-08,0.9701821524707799
202,ENSMUSG00000001497,3.65257542757796,1.4016719769532702e-08,0.0900739712436317,0.969404059010523,3.5625014563343282
203,ENSMUSG00000001504,4.24341284310991,1.2099155245371e-20,2.52701746779102,0.19394252037353601,1.71639537531889
204,ENSMUSG00000001507,1.45634978876703,0.0588189048880962,-0.19396388055663,,1.65031366932366
205,ENSMUSG00000001508,-1.09415460392974,0.194810063711248,-2.14435221550346,0.0521581166174684,1.05019761157372
206,ENSMUSG00000001517,0.5986423421288559,0.00576391285993195,-0.557214198190547,0.0234321941440593,1.155856540319403
207,ENSMUSG00000001518,0.26729337516912605,0.43921014513163,-0.511353090322874,0.5413222568246691,0.778646465492
208,ENSMUSG00000001521,1.25162121621253,3.1716956659482003e-07,-0.173532811020911,0.545467892017558,1.4251540272334409
209,ENSMUSG00000001524,0.36860753153262,0.243533530477404,-0.507956018571744,0.240590546119129,0.876563550104364
210,ENSMUSG00000001525,0.138313269386633,0.62471607462174,-0.493992748439887,0.24278654578836803,0.63230601782652
211,ENSMUSG00000001542,3.34651400542086,2.3873251001771795e-67,2.3615998013309,3.60117570436827e-20,0.9849142040899603
212,ENSMUSG00000001552,0.336571780887263,0.20812549859232002,-0.323669381561747,0.414559466566353,0.66024116244901
213,ENSMUSG00000001555,-1.57423290092706,0.47635112212065706,-0.0091889820538692,0.997277982033654,-1.5650439188731906
214,ENSMUSG00000001569,0.144273730494256,0.6264909662665861,-1.51620255332649,4.21812500635181e-06,1.660476283820746
215,ENSMUSG00000001576,1.4001075573900499,5.760548225821679e-14,-0.660648237442496,0.0730019097587032,2.060755794832546
216,ENSMUSG00000001588,-0.0427050361281437,0.982144204559155,-0.377123256199181,0.761233954300703,0.33441822007103733
217,ENSMUSG00000001604,0.594850034639939,0.000928888297764233,-0.32879129906181204,0.430921924730715,0.923641333701751
218,ENSMUSG00000001627,-0.419353895988785,0.0441082947806031,-0.7856966192592422,0.00573539234345898,0.3663427232704572
219,ENSMUSG00000001630,0.550361987501693,0.0202101210148865,-0.504963601779216,0.10022024064960601,1.0553255892809088
220,ENSMUSG00000001632,2.9604787177736496,5.40619668652539e-40,0.0636906814218264,0.8916127236201121,2.8967880363518232
221,ENSMUSG00000001642,0.20417156990316196,0.487351087966066,-0.768279817417633,0.0107611918521768,0.972451387320795
222,ENSMUSG00000001655,1.7800084919802401,0.00748513579610183,-1.22695299212646,,3.0069614841067
223,ENSMUSG00000001663,0.26416471963131,0.9008016444142191,2.01647009217073,0.36405626225741206,-1.7523053725394202
224,ENSMUSG00000001666,-0.24753825854131098,0.507954031896192,-0.364581647951939,0.468731750457512,0.117043389410628
225,ENSMUSG00000001670,0.586543381745475,0.689928808996759,0.505036626897396,,0.08150675484807901
226,ENSMUSG00000001672,0.42760874181190506,0.7142958371429581,-0.823337493473539,0.503473293642437,1.2509462352854441
227,ENSMUSG00000001674,-0.163851566660397,0.43068131909784996,-0.563294875456062,0.0116065811196829,0.39944330879566503
228,ENSMUSG00000001687,0.987888888361976,1.4386114015184803e-05,0.269359972540149,0.39846255982578,0.718528915821827
229,ENSMUSG00000001700,1.09148224462035,0.46813330727575897,-0.7213979402694342,0.7362764002777741,1.8128801848897842
230,ENSMUSG00000001707,0.338398285644222,0.0518451433545915,-0.334933094395319,0.44213954483306495,0.673331380039541
231,ENSMUSG00000001729,0.0694512800914548,0.821831173865652,-0.281079704419093,0.3559393805973,0.3505309845105478
232,ENSMUSG00000001739,-2.5512199169150698,2.34697044493679e-15,-3.59651837012298,2.91582555197419e-11,1.0452984532079101
233,ENSMUSG00000001741,3.8491180397789,0.0723445046796851,2.2871050386461897,,1.5620130011327102
234,ENSMUSG00000001750,4.33800469265805,1.59251552565365e-10,1.59241803960621,0.351685953182806,2.7455866530518396
235,ENSMUSG00000001751,-0.146516522195238,0.766945979472972,-1.2579920031873302,0.143868195839036,1.1114754809920921
