"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000113930",12.0463951213587,0.161818328340351,0.530990338845137,0.304748159245785,0.760557967345935,0.848142253500136
"ENSMUSG00000113939",6.74298132850619,-2.91691081746169,0.791743600474662,-3.68416090223269,0.00022945726842743,0.00182977251985212
"ENSMUSG00000113943",12.6927321020772,0.0661283749146023,0.520551129102558,0.127035311648654,0.898912450293602,0.938450918659141
"ENSMUSG00000113949",11.8003595414895,-0.241769562574442,0.444224096798715,-0.544251345923704,0.586268522863541,0.718123503420281
"ENSMUSG00000113950",8.93204614405946,0.614504644842796,1.00280466446695,0.612785985762681,0.540017858480234,0.680019497256198
"ENSMUSG00000113955",7.52271940316289,-1.3299577396017,0.561794832535862,-2.36733708211317,0.0179166062756226,0.056258314673631
"ENSMUSG00000113959",15.9565576084487,5.47725765206719,0.893819753031629,6.12792191433408,8.90342595323894e-10,4.75979977944583e-08
"ENSMUSG00000113964",13.1673439847313,6.34902521871817,1.0382766256976,6.11496499254459,9.65781624065035e-10,5.11439073875949e-08
"ENSMUSG00000113966",2.85356359619086,-0.374640163248805,1.1021174787513,-0.339927612502138,0.733911041764728,0.829467244517988
"ENSMUSG00000113970",3.74583967659918,-2.40442063028015,0.864260244414564,-2.78205626814278,0.00540156741355239,0.0222401944362402
"ENSMUSG00000113985",28.5614142597702,-0.493687428802535,0.525315957436433,-0.939791418505071,0.347324561497769,0.501890284252901
"ENSMUSG00000113996",4.70311208442955,-0.375236731327224,0.592489332131783,-0.633322341816887,0.526523166353019,0.667583378270382
"ENSMUSG00000113997",0.955982546049449,-0.205957853582185,1.84874605857561,-0.111404079877183,0.911295924927936,NA
"ENSMUSG00000114000",2.59424999826522,1.16511624279808,0.975657020035672,1.19418629587217,0.232405102533619,0.377916369898236
"ENSMUSG00000114001",7.62247855259963,-1.70387279675942,0.768965377883287,-2.21579910587084,0.0267052637321767,0.0756971286399354
"ENSMUSG00000114010",3024.38105671194,3.06776034035218,0.278089281624023,11.0315662740997,2.6913644661797e-28,3.77688146753884e-25
"ENSMUSG00000114017",1.23572329913515,1.19238624757701,1.34624523593719,0.885712510430486,0.375772465133159,NA
"ENSMUSG00000114020",1.73327875795917,-0.766994040153059,1.08352714900032,-0.70786785625141,0.479027322655546,0.626169372170515
"ENSMUSG00000114023",13.9671784774013,-0.406234438509104,0.487767368473951,-0.832844640222787,0.404932354811907,0.559306172492824
"ENSMUSG00000114025",6.89545111701394,4.45041569879841,0.955877047555406,4.65584534138576,3.22654079727255e-06,5.55572055481285e-05
"ENSMUSG00000114038",1.15161728324466,0.997788998355774,1.68004488333982,0.593906155871404,0.552574881497037,NA
"ENSMUSG00000114045",3.84216986859599,3.43760422159176,1.26769194693423,2.71170313095798,0.00669385131297001,0.0262088947013288
"ENSMUSG00000114053",51.9102813977592,-1.43132728767571,0.376559560095683,-3.80106479652783,0.000144075615953358,0.00126038097280756
"ENSMUSG00000114062",3.71323895944573,-4.36106471616889,1.29574321412799,-3.3656859388639,0.000763535874367054,0.00473763600749491
"ENSMUSG00000114064",4.38700147429149,0.749451455904531,0.661447041717449,1.13304831473519,0.257193964425453,0.406451422759444
"ENSMUSG00000114073",37.835409897566,-2.06018168098334,0.711919507872656,-2.89384074772657,0.00380561121609995,0.016922760200455
"ENSMUSG00000114088",7.3057910609709,-0.238732464979823,0.770628641871206,-0.309789244791296,0.756721230959918,0.845822672646339
"ENSMUSG00000114097",0.830946653153663,-3.35960343558615,2.7942950361858,-1.20230805698026,0.229244196477569,NA
"ENSMUSG00000114098",6.20284308208323,-0.0788546938200113,0.788245034801669,-0.10003830070411,0.920313918380047,0.951861320653767
"ENSMUSG00000114099",19.7329335769245,-0.891450817392159,0.4068040413817,-2.19135192060622,0.02842633551561,0.0793994841736396
"ENSMUSG00000114109",3.50137806006552,-1.03523435379221,0.867598130338434,-1.19321874678128,0.232783714548301,0.378276344011713
"ENSMUSG00000114115",18.7732259404826,-1.70371546336529,0.469552375712444,-3.62838216030805,0.000285202875346301,0.0021789907135731
"ENSMUSG00000114127",4.10862666469949,-0.462842575586225,0.763264841977666,-0.606398395590935,0.544250233610167,0.683459437118503
"ENSMUSG00000114133",46.3786206375026,-0.206248175125866,0.276322907568326,-0.746402739247621,0.455424165036443,0.605219613258657
"ENSMUSG00000114150",3.57673040987337,-0.565772786519187,0.765686943687724,-0.738908755312314,0.459962405506034,0.609183398247866
"ENSMUSG00000114152",8.50296700233124,-0.247797048108295,0.48867798203228,-0.507076351338306,0.612101247437804,0.739227266699127
"ENSMUSG00000114157",3.5452703319373,0.462168724962131,0.749833500460638,0.616361798556895,0.537655760292436,0.677602380132063
"ENSMUSG00000114165",5.59792541953116,1.78350998215061,0.793217051183925,2.24845139106455,0.0245474213515003,0.0711985145641174
"ENSMUSG00000114172",3.98603415744264,2.36016607778985,1.14699417635442,2.05769665308271,0.0396192618656682,0.10212587935372
